BFPATT_KABI, BFPATT_SOCIETA, BFPATT_TS, BFPATT_PROG, BFPATT_INDEX, BFPATT_KCONTO, BFPATT_VPATR, BFPATT_VTIT, BFPATT_VLIQ, BFPATT_GIACM, BFPATT_QTESENTE, BFPATT_GIACIRR, BFPATT_NUMEIRR, BFPATT_GGIRR, BFPATT_CONFT, BFPATT_CONFL, BFPATT_PRELT, BFPATT_PRELL, BFPATT_PATRMED, BFPATT_INTERESSI, BFPATT_COMMG, BFPATT_COMMI, BFPATT_COMMD, BFPATT_COMMP, BFPATT_COMMO, BFPATT_COMMR, BFPATT_SPESEG, BFPATT_SPESEAI, BFPATT_COMMAI, BFPATT_OADD, BFPATT_PACC, BFPATT_LEVA, BFPATT_GG, BFPATT_RENDL, BFPATT_RENDN, BFPATT_NCREND, BFPATT_BENCH, BFPATT_NCBENCH, BFPATT_RENDLA, BFPATT_RENDNA, BFPATT_NCRENDA, BFPATT_BENCHA, BFPATT_NCBENCHA, BFPATT_DTULT_ACQ, BFPATT_DTULT_VEN, BFPATT_I461, BFPATT_I461MAT, BFPATT_BENCHS, BFPATT_NCBENCHS, BFPATT_BENCHAS, BFPATT_NCBENCHAS, BFPATT_RENDNNI, BFPATT_RENDNALI, BFPATT_COMMPMAT, BFPATT_COMMOMAT, BFPATT_BOLLI, BFPATT_COMMV, BFPATT_IVA, BFPATT_IVADADD, BFPATT_SPESE_IA, BFPATT_COMM_IA, BFPATT_IMPO_IA, BFPATT_PROV_IA, BFPATT_COMMZ, BFPATT_IVAG, BFPATT_IVAI, BFPATT_IVAD, BFPATT_IVAP, BFPATT_IVAO, BFPATT_IVAR, BFPATT_IVAS, BFPATT_RENDLF, BFPATT_RENDLFA, BFPATT_VPATR_LA, BFPATT_VPATR_L, BFPATT_RG_LA, BFPATT_RG_L, BFPATT_COMMC, BFPATT_IVAC, BFPATT_DATA, BFPATT_CONF_DA_SWT, BFPATT_PREL_DA_SWT, BFPATT_FL_RIC_OP_P, BFPATT_FL_RIC_OP_A, BFPATT_FL_RIC_OP_G, BFPATT_TTAXM, BFPATT_SPCUS, BFPATT_IVASPCUS, BFPATT_SPEC, BFPATT_IVASPEC
0,01,2021-06-21 10:43:43.521806,1,1,0010000000060162,206334.53,202561.06,3773.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7861,0,0,S,0,S,0,0,,0,,2018-01-16 00:00:00.0,2018-01-03 00:00:00.0,0,0,0,S,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-31 00:00:00.0,0,0,,,,0,0,0,0,0
0,01,2021-06-21 10:43:43.521806,2,1,0010000000060261,384791.26,379295.53,5495.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8035,0,0,S,0,S,0,0,,0,,2018-01-16 00:00:00.0,2018-01-03 00:00:00.0,0,0,0,S,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-31 00:00:00.0,0,0,,,,0,0,0,0,0
